timestamp,cash,holdings_value,equity,realized_pnl,unrealized_pnl,drawdown
2018-02-08,95029.82652828655,5586.7941,100616.62062828655,0.0,621.5858365499998,-0.0005211232600065254
2018-02-09,95029.82652828655,5539.8195000000005,100569.64602828654,0.0,574.6112365500005,-0.0009877471651838048
2018-02-12,95029.82652828655,5735.5533,100765.37982828655,0.0,770.34503655,0.0
2018-02-13,95029.82652828655,5562.0459,100591.87242828654,0.0,596.8376365500001,-0.0017218949632867436
2018-02-14,95029.82652828655,5506.0857000000005,100535.91222828654,0.0,540.8774365500003,-0.0022772464152969745
2018-02-15,95029.82652828655,5677.0199999999995,100706.84652828655,0.0,711.8117365499999,-0.0005808870080154674
2018-02-16,95029.82652828655,5792.2938,100822.12032828655,0.0,827.0855365500004,0.0
2018-02-19,95029.82652828655,5810.6619,100840.48842828655,0.0,845.45363655,0.0
2018-02-20,95029.82652828655,5947.1145,100976.94102828654,0.0,981.9062365499999,0.0
2018-02-21,95029.82652828655,5391.9918,100421.81832828655,0.0,426.7835365499998,-0.0054975194766940585
2018-02-22,95029.82652828655,5586.1731,100615.99962828655,0.0,620.96483655,-0.0035744933083176485
2018-02-23,95029.82652828655,5403.4695,100433.29602828655,0.0,438.2612365500002,-0.00538385293180647
2018-02-26,95029.82652828655,5099.9166,100129.74312828654,0.0,134.70833654999984,-0.008390013515686464
2018-02-27,95029.82652828655,5148.9702,100178.79672828654,0.0,183.76193654999986,-0.00790422339865115
2018-02-28,95029.82652828655,5275.449,100305.27552828654,0.0,310.2407365500002,-0.0066516720863216685
2018-03-01,95029.82652828655,5194.7514,100224.57792828654,0.0,229.5431365500002,-0.007450840680440535
2018-03-02,94883.1048021856,5149.3246,100032.4294021856,0.0,37.54118559999992,-0.009353735778511592
2018-03-05,94883.1048021856,5153.6265,100036.7313021856,0.0,41.84308559999988,-0.009311132982703129
2018-03-06,94883.1048021856,5144.744699999999,100027.84950218559,0.0,32.96128560000005,-0.009399091678119687
2018-03-07,94883.1048021856,5394.3757000000005,100277.4805021856,0.0,282.59228559999997,-0.00692693320849364
2018-03-08,94883.1048021856,5530.8166,100413.9214021856,0.0,419.0331856,-0.005575724718608999
2018-03-09,94883.1048021856,5568.6455,100451.7503021856,0.0,456.8620856,-0.005201095623938799
2018-03-12,100262.077719511,147.6507,100409.728419511,419.1490111500002,1.0755490500000064,-0.005617248878797521
2018-03-13,100262.077719511,148.5362,100410.613919511,419.1490111500002,1.961049050000014,-0.005608479549968715
2018-03-14,100262.077719511,146.4549,100408.532619511,419.1490111500002,-0.12025094999998487,-0.0056290911864355225
2018-03-15,100262.077719511,148.4047,100410.482419511,419.1490111500002,1.8295490499999971,-0.005609781827485384
2018-03-16,100262.077719511,147.1451,100409.222819511,419.1490111500002,0.5699490500000195,-0.005622255962542139
2018-03-19,100262.077719511,149.4926,100411.570319511,419.1490111500002,2.917449050000016,-0.005599008080638628
2018-03-20,100262.077719511,146.7401,100408.817819511,419.1490111500002,0.16494905000001836,-0.005626266779228351
2018-03-21,100262.077719511,149.174,100411.251719511,419.1490111500002,2.5988490500000125,-0.005602163256431776
2018-03-22,100262.077719511,149.169,100411.246719511,419.1490111500002,2.593849050000017,-0.005602212772687208
2018-03-23,100262.077719511,145.9662,100408.043919511,419.1490111500002,-0.6089509500000077,-0.005633930905236915
2018-03-26,100262.077719511,145.2068,100407.284519511,419.1490111500002,-1.368350950000007,-0.005641451434104814
2018-03-27,100262.077719511,145.392,100407.469719511,419.1490111500002,-1.1831509499999981,-0.005639617352005266
2018-03-28,100262.077719511,146.1401,100408.217819511,419.1490111500002,-0.4350509500000044,-0.005632208729874521
2018-03-29,100262.077719511,143.6762,100405.753919511,419.1490111500002,-2.8989509499999997,-0.005656609350203396
2018-03-30,100262.077719511,140.9423,100403.020019511,419.1490111500002,-5.632850950000005,-0.005683683848323127
2018-04-02,100076.113097668,311.84040000000005,100387.953497668,419.1490111500002,-20.513593949999972,-0.005832891396992804
2018-04-03,100076.113097668,305.4116,100381.524697668,419.1490111500002,-26.942393949999996,-0.005896557417517166
2018-04-04,100076.113097668,310.148,100386.261097668,419.1490111500002,-22.205993949999993,-0.005849651659115676
2018-04-05,100076.113097668,319.0093,100395.122397668,419.1490111500002,-13.344693949999993,-0.005761895980346185
2018-04-06,100076.113097668,302.27189999999996,100378.384997668,419.1490111500002,-30.08209395,-0.005927650654923914
2018-04-09,100076.113097668,300.1456,100376.258697668,419.1490111500002,-32.20839394999999,-0.005948707937689173
2018-04-10,100076.113097668,305.0732,100381.186297668,419.1490111500002,-27.280793950000003,-0.005899908677681732
2018-04-11,100076.113097668,300.9791,100377.092197668,419.1490111500002,-31.37489395,-0.005940453577916481
2018-04-12,100076.113097668,308.0172,100384.130297668,419.1490111500002,-24.336793949999986,-0.005870753506510737
2018-04-13,100076.113097668,303.13779999999997,100379.250897668,419.1490111500002,-29.21619394999999,-0.00591907542981636
2018-04-16,100076.113097668,305.8112,100381.924297668,419.1490111500002,-26.542793950000004,-0.005892600078386861
2018-04-17,100076.113097668,302.305,100378.41809766799,419.1490111500002,-30.048993949999982,-0.0059273228573134005
2018-04-18,100076.113097668,309.32820000000004,100385.441297668,419.1490111500002,-23.02579394999998,-0.005857770344348652
2018-04-19,100076.113097668,305.53189999999995,100381.644997668,419.1490111500002,-26.82209395000001,-0.005895366056412641
2018-04-20,100076.113097668,303.1877,100379.300797668,419.1490111500002,-29.166293949999982,-0.005918581257587631
2018-04-23,100076.113097668,292.7123,100368.825397668,419.1490111500002,-39.64169394999999,-0.006022321773920576
2018-04-24,100076.113097668,303.8883,100380.001397668,419.1490111500002,-28.465693949999974,-0.00591164303988291
2018-04-25,100076.113097668,308.71770000000004,100384.830797668,419.1490111500002,-23.63629394999998,-0.005863816279131314
2018-04-26,100076.113097668,309.16639999999995,100385.279497668,419.1490111500002,-23.187593950000007,-0.005859372690372943
2018-04-27,100076.113097668,313.2355,100389.348597668,419.1490111500002,-19.118493949999987,-0.005819075371415207
2018-04-30,100076.113097668,317.5684,100393.681497668,419.1490111500002,-14.785593949999992,-0.005776165574823184
2018-05-01,100076.113097668,315.30809999999997,100391.421197668,419.1490111500002,-17.045893949999993,-0.005798549893232827
2018-05-02,100076.113097668,308.9637,100385.07679766799,419.1490111500002,-23.39029395,-0.0058613800793663575
2018-05-03,100076.113097668,304.3063,100380.419397668,419.1490111500002,-28.047693949999967,-0.0059075034809327786
2018-05-04,100076.113097668,313.5563,100389.669397668,419.1490111500002,-18.797693949999967,-0.005815898408469662
2018-05-07,100076.113097668,306.1015,100382.214597668,419.1490111500002,-26.25249395,-0.005889725164599103
2018-05-08,100076.113097668,304.9122,100381.025297668,419.1490111500002,-27.441793949999976,-0.005901503101105072
2018-05-09,100076.113097668,303.7935,100379.906597668,419.1490111500002,-28.560493949999994,-0.0059125818680850805
2018-05-10,100076.113097668,304.861,100380.974097668,419.1490111500002,-27.49299395,-0.005902010147560237
2018-05-11,100076.113097668,307.5324,100383.645497668,419.1490111500002,-24.821593949999993,-0.005875554602632968
2018-05-14,100076.113097668,303.21259999999995,100379.325697668,419.1490111500002,-29.14139395000001,-0.005918334666635772
2018-05-15,100076.113097668,288.395,100364.508097668,419.1490111500002,-43.95899394999998,-0.0060650770797956634
2018-05-16,100076.113097668,288.0769,100364.189997668,419.1490111500002,-44.277093949999994,-0.006068227303963327
2018-05-17,100076.113097668,294.626,100370.739097668,419.1490111500002,-37.727993949999984,-0.0060033699223342955
2018-05-18,100076.113097668,295.3749,100371.487997668,419.1490111500002,-36.97909394999999,-0.005995953377602745
2018-05-21,97906.80462718885,2436.4363999999996,100343.24102718885,419.1490111500002,-63.05892309999996,-0.006275690218424958
2018-05-22,97906.80462718885,2387.7503,100294.55492718884,419.1490111500002,-111.7450231,-0.006757840890689509
2018-05-23,97906.80462718885,2384.4964,100291.30102718885,419.1490111500002,-114.99892310000004,-0.006790065079369225
2018-05-24,97906.80462718885,2395.1479999999997,100301.95262718885,419.1490111500002,-104.34732310000015,-0.0066845796101964805
2018-05-25,97906.80462718885,2428.6316,100335.43622718884,419.1490111500002,-70.86372310000004,-0.0063529831124315836
2018-05-28,97906.80462718885,2447.0085,100353.81312718884,419.1490111500002,-52.48682310000012,-0.006170992057712913
2018-05-29,97906.80462718885,2523.7617999999998,100430.56642718884,419.1490111500002,24.26647690000013,-0.005410884856817454
2018-05-30,97906.80462718885,2531.5137999999997,100438.31842718885,419.1490111500002,32.01847690000017,-0.005334114854467748
2018-05-31,97906.80462718885,2517.5116000000003,100424.31622718884,419.1490111500002,18.01627690000001,-0.0054727821566994544
2018-06-01,100117.0191334057,305.09000000000003,100422.1091334057,464.43461515000035,-27.263993949999985,-0.005494639560584632
2018-06-04,100117.0191334057,320.0503,100437.0694334057,464.43461515000035,-12.303693949999996,-0.005346483953495927
2018-06-05,100296.49390682785,138.7416,100435.23550682784,458.31020000000035,-7.833550949999989,-0.005364645788853461
2018-06-06,100296.49390682785,139.1397,100435.63360682785,458.31020000000035,-7.435450949999989,-0.0053607033045996125
2018-06-07,100296.49390682785,138.7152,100435.20910682785,458.31020000000035,-7.859950949999984,-0.005364907234681777
2018-06-08,100296.49390682785,140.861,100437.35490682785,458.31020000000035,-5.714150950000004,-0.005343656838520565
2018-06-11,91744.292855584,8586.7636,100331.05645558401,458.31020000000035,-103.46894479999989,-0.006396357090294525
2018-06-12,91744.292855584,8744.1286,100488.421455584,458.31020000000035,53.89605519999972,-0.004837931984547776
2018-06-13,91744.292855584,8089.191000000001,99833.48385558401,458.31020000000035,-601.0415448000003,-0.011323943477176805
2018-06-14,91744.292855584,8420.5276,100164.820455584,458.31020000000035,-269.7049448000002,-0.008042633936346308
2018-06-15,91744.292855584,8729.8066,100474.099455584,458.31020000000035,39.57405519999969,-0.004979766346473912
2018-06-18,91744.292855584,8352.4556,100096.748455584,458.31020000000035,-337.7769448000006,-0.008716768043666227
2018-06-19,91744.292855584,8082.4959,99826.788755584,458.31020000000035,-607.7366448,-0.01139024673346317
2018-06-20,71738.76273260561,27781.249,99520.0117326056,458.31020000000035,-894.5281232,-0.01442833661670152
2018-06-21,71738.76273260561,27747.6653,99486.42803260562,458.31020000000035,-928.1118231999998,-0.014760924429899194
2018-06-22,71738.76273260561,28129.5308,99868.2935326056,458.31020000000035,-546.2463231999974,-0.010979214505719436
2018-06-25,71738.76273260561,28946.656899999998,100685.41963260561,458.31020000000035,270.8797768000004,-0.0028870095757730237
2018-06-26,71738.76273260561,28705.217600000004,100443.98033260561,458.31020000000035,29.4404768000027,-0.005278043583550741
2018-06-27,71738.76273260561,28782.644500000002,100521.40723260562,458.31020000000035,106.86737680000184,-0.004511265552729661
2018-06-28,71738.76273260561,28689.928099999997,100428.69083260561,458.31020000000035,14.15097679999937,-0.005429459340893954
2018-06-29,80431.43859032066,19622.1262,100053.56479032066,616.0300410999993,-509.99352934999956,-0.00914442672319835
2018-07-02,80567.63545642135,19333.0942,99900.72965642135,605.7880894499992,-652.4503783999992,-0.010657991427604433
2018-07-03,80567.63545642135,19314.1594,99881.79485642136,605.7880894499992,-671.3851783999969,-0.010845507506098868
2018-07-04,80567.63545642135,19505.8572,100073.49265642135,605.7880894499992,-479.68737839999983,-0.008947076061772441
2018-07-05,80567.63545642135,19872.054,100439.68945642136,605.7880894499992,-113.49057839999864,-0.005320537207744144
2018-07-06,80567.63545642135,19656.5854,100224.22085642135,605.7880894499992,-328.9591783999989,-0.0074543768527740775
2018-07-09,80567.63545642135,19813.216,100380.85145642135,605.7880894499992,-172.3285783999994,-0.005903224694618214
2018-07-10,80567.63545642135,19697.4744,100265.10985642136,605.7880894499992,-288.07017840000015,-0.007049442819482695
2018-07-11,80567.63545642135,20278.2842,100845.91965642135,605.7880894499992,292.7396216000011,-0.0012975375420462686
2018-07-12,80567.63545642135,20270.6954,100838.33085642135,605.7880894499992,285.1508216000029,-0.0013726913338200943
2018-07-13,79403.48546651845,21586.2877,100989.77316651845,605.7880894499992,437.7561187000015,0.0
2018-07-16,79403.48546651845,21306.5984,100710.08386651846,605.7880894499992,158.06681870000318,-0.0027694814160917898
2018-07-17,79403.48546651845,21065.841399999998,100469.32686651844,605.7880894499992,-82.69018129999931,-0.005153455480505586
2018-07-18,79403.48546651845,21157.304600000003,100560.79006651846,605.7880894499992,8.77301870000241,-0.004247787538770511
2018-07-19,79403.48546651845,21056.3883,100459.87376651846,605.7880894499992,-92.1432812999972,-0.005247060008009548
2018-07-20,79403.48546651845,21159.3694,100562.85486651845,605.7880894499992,10.837818700000724,-0.004227341904175529
2018-07-23,79403.48546651845,20747.6724,100151.15786651845,605.7880894499992,-400.85918129999686,-0.008303962606364526
2018-07-24,79403.48546651845,20925.8954,100329.38086651845,605.7880894499992,-222.63618129999773,-0.00653919975551494
2018-07-25,79403.48546651845,20682.5652,100086.05066651845,605.7880894499992,-465.96638129999843,-0.008948653627629082
2018-07-26,79403.48546651845,21169.467,100572.95246651846,605.7880894499992,20.935418700002288,-0.004127355542354924
2018-07-27,79403.48546651845,21101.7882,100505.27366651845,605.7880894499992,-46.74338129999967,-0.004797510528131708
2018-07-30,79403.48546651845,21390.1323,100793.61776651845,605.7880894499992,241.60071870000144,-0.0019423293453344984
2018-07-31,79403.48546651845,21025.7094,100429.19486651846,605.7880894499992,-122.82218130000021,-0.005550842252865308
2018-08-01,79403.48546651845,21138.528400000003,100542.01386651845,605.7880894499992,-10.003181299997081,-0.004433709334723535
2018-08-02,79403.48546651845,20879.129100000002,100282.61456651846,605.7880894499992,-269.4024812999979,-0.007002279318263112
2018-08-03,79403.48546651845,20734.791400000002,100138.27686651846,605.7880894499992,-413.74018129999837,-0.008431510174757961
2018-08-06,79403.48546651845,20740.125,100143.61046651845,605.7880894499992,-408.4065812999995,-0.008378696906317366
2018-08-07,79403.48546651845,20692.368899999998,100095.85436651846,605.7880894499992,-456.16268130000003,-0.008851577461472741
2018-08-08,79403.48546651845,20747.0972,100150.58266651846,605.7880894499992,-401.4343812999981,-0.008309658232584458
2018-08-09,79403.48546651845,20961.076699999998,100364.56216651844,605.7880894499992,-187.45488129999967,-0.006190834778578243
2018-08-10,99262.04144280775,1074.5496,100336.59104280775,498.6779217500008,-88.43740290000012,-0.0064678046422948
2018-08-13,98528.06415996896,1799.4650000000001,100327.52915996895,498.6779217500008,-96.76604170000012,-0.0065575353403116605
2018-08-14,98528.06415996896,1838.7392,100366.80335996895,498.6779217500008,-57.49184170000012,-0.006168642497318123
2018-08-15,98528.06415996896,1824.0939,100352.15805996896,498.6779217500008,-72.13714170000013,-0.006313660151490304
2018-08-16,98528.06415996896,1808.5099,100336.57405996896,498.6779217500008,-87.72114170000013,-0.006467972806241064
2018-08-17,98528.06415996896,1834.187,100362.25115996896,498.6779217500008,-62.04404170000018,-0.0062137183486370975
2018-08-20,98528.06415996896,1864.9789,100393.04305996896,498.6779217500008,-31.252141700000195,-0.005908817178602535
2018-08-21,98528.06415996896,1924.7983,100452.86245996895,498.6779217500008,28.567258299999736,-0.005316485914511477
2018-08-22,98220.4770169558,2212.4426,100432.9196169558,498.6779217500008,8.931695149999769,-0.005513959801102637
2018-08-23,98984.8926543376,1461.7592000000002,100446.6518543376,530.6147011500008,-8.507666050000097,-0.005377983286340496
2018-08-24,98984.8926543376,1453.1141,100438.0067543376,530.6147011500008,-17.152766050000167,-0.005463587003716311
2018-08-27,98984.8926543376,1451.9987,100436.8913543376,530.6147011500008,-18.268166050000218,-0.005474631686410771
2018-08-28,98984.8926543376,1446.684,100431.5766543376,530.6147011500008,-23.58286605000025,-0.005527257807188757
2018-08-29,98984.8926543376,1450.6594,100435.5520543376,530.6147011500008,-19.60746605000014,-0.005487893425277973
2018-08-30,98984.8926543376,1452.0076,100436.9002543376,530.6147011500008,-18.25926605000025,-0.00547454355867544
2018-08-31,98984.8926543376,1452.1677,100437.0603543376,530.6147011500008,-18.099166050000193,-0.005472958249638809
2018-09-03,98984.8926543376,1423.8903999999998,100408.7830543376,530.6147011500008,-46.37646605000029,-0.005752959868747073
2018-09-04,98984.8926543376,1442.9336,100427.8262543376,530.6147011500008,-27.33326605000022,-0.005564394240734419
2018-09-05,98984.8926543376,1423.5214,100408.4140543376,530.6147011500008,-46.745466050000246,-0.0057566137040656025
2018-09-06,98984.8926543376,1401.6139,100386.5065543376,530.6147011500008,-68.65296605000023,-0.0059735416098633375
2018-09-07,98984.8926543376,1409.0958,100393.9884543376,530.6147011500008,-61.17106605000015,-0.0058994558904344775
2018-09-10,90638.670711679,10460.7838,101099.45451167901,530.6147011500008,652.6328753499987,0.0
2018-09-11,99644.56209738701,1454.1811,101098.74319738701,1207.6369345500004,-16.085766050000203,-7.035787635399056e-06
2018-09-12,99644.56209738701,1453.1813,101097.743397387,1207.6369345500004,-17.085566050000168,-1.6925059588785862e-05
2018-09-13,99644.56209738701,1431.1963,101075.758397387,1207.6369345500004,-39.07056605000018,-0.0002343841953100461
2018-09-14,99644.56209738701,1490.7436,101135.30569738701,1207.6369345500004,20.47673394999987,0.0
2018-09-17,100835.16430828211,301.9543,101137.11860828211,1236.4439365500002,-5.32556315000005,0.0
2018-09-18,100835.16430828211,308.4976,101143.66190828211,1236.4439365500002,1.2177368499999375,0.0
2018-09-19,100835.16430828211,311.7756,101146.9399082821,1236.4439365500002,4.4957368499999575,0.0
2018-09-20,100835.16430828211,310.6511,101145.81540828211,1236.4439365500002,3.3712368499999457,-1.1117489080840961e-05
2018-09-21,100835.16430828211,313.2411,101148.40540828211,1236.4439365500002,5.9612368499999775,0.0
2018-09-24,100835.16430828211,304.6334,101139.79770828212,1236.4439365500002,-2.646463150000045,-8.509971032413722e-05
2018-09-25,100835.16430828211,306.0365,101141.20080828211,1236.4439365500002,-1.2433631500000502,-7.122801363912931e-05
2018-09-26,100835.16430828211,309.8265,101144.9908082821,1236.4439365500002,2.5466368499999703,-3.3758317654349416e-05
2018-09-27,100835.16430828211,309.152,101144.31630828211,1236.4439365500002,1.8721368499999471,-4.042673716399089e-05
2018-09-28,100835.16430828211,306.2162,101141.3805082821,1236.4439365500002,-1.0636631500000249,-6.94514161804945e-05
2018-10-01,100835.16430828211,308.7197,101143.88400828211,1236.4439365500002,1.4398368499999492,-4.470065525746386e-05
2018-10-02,100835.16430828211,317.3097,101152.47400828211,1236.4439365500002,10.029836849999981,0.0
2018-10-03,100835.16430828211,318.3077,101153.47200828211,1236.4439365500002,11.027836849999971,0.0
2018-10-04,100835.16430828211,313.4965,101148.6608082821,1236.4439365500002,6.216636849999986,-4.756336984277799e-05
2018-10-05,100835.16430828211,319.9376,101155.10190828211,1236.4439365500002,12.657736849999935,0.0
2018-10-08,100835.16430828211,311.8095,101146.97380828211,1236.4439365500002,4.529636849999974,-8.035284277970988e-05
2018-10-09,100835.16430828211,314.086,101149.2503082821,1236.4439365500002,6.806136849999973,-5.78477989702856e-05
2018-10-10,100835.16430828211,311.6568,101146.8211082821,1236.4439365500002,4.376936849999936,-8.186240578864698e-05
2018-10-11,100835.16430828211,315.7972,101150.96150828211,1236.4439365500002,8.517336849999936,-4.093120289432349e-05
2018-10-12,100835.16430828211,312.1952,101147.35950828211,1236.4439365500002,4.91533684999996,-7.653988631263398e-05
2018-10-15,100835.16430828211,318.0715,101153.23580828212,1236.4439365500002,10.791636849999975,-1.8447907864215108e-05
2018-10-16,100835.16430828211,319.4939,101154.65820828211,1236.4439365500002,12.214036849999957,-4.3863333794646474e-06
2018-10-17,100835.16430828211,312.0325,101147.19680828211,1236.4439365500002,4.752636849999988,-7.814830740985446e-05
2018-10-18,100835.16430828211,303.704,101138.86830828211,1236.4439365500002,-3.575863150000032,-0.00016048226627981592
2018-10-19,100835.16430828211,302.4675,101137.63180828211,1236.4439365500002,-4.812363150000067,-0.00017270606890244794
2018-10-22,100835.16430828211,308.0341,101143.19840828211,1236.4439365500002,0.7542368499999839,-0.00011767572544974863
2018-10-23,100835.16430828211,308.6697,101143.83400828211,1236.4439365500002,1.3898368499999378,-0.0001113923053552243
2018-10-24,100835.16430828211,309.0499,101144.21420828211,1236.4439365500002,1.77003684999994,-0.00010763372083672583
2018-10-25,100835.16430828211,308.1339,101143.29820828211,1236.4439365500002,0.8540368499999431,-0.0001166891217282002
2018-10-26,100835.16430828211,311.3948,101146.5591082821,1236.4439365500002,4.1149368499999355,-8.445248770305208e-05
2018-10-29,100835.16430828211,313.1216,101148.28590828211,1236.4439365500002,5.841736849999961,-6.738167300929887e-05
2018-10-30,100835.16430828211,314.4351,101149.59940828211,1236.4439365500002,7.1552368499999375,-5.439666310643901e-05
2018-10-31,100835.16430828211,310.2664,101145.4307082821,1236.4439365500002,2.9865368499999363,-9.560763439080438e-05
2018-11-01,100835.16430828211,315.5112,101150.6755082821,1236.4439365500002,8.231336849999934,-4.375854422078128e-05
2018-11-02,100835.16430828211,321.6248,101156.78910828212,1236.4439365500002,14.344936849999954,0.0
2018-11-05,100835.16430828211,315.9713,101151.13560828211,1236.4439365500002,8.691436849999945,-5.588848805737226e-05
2018-11-06,100835.16430828211,326.31,101161.47430828211,1236.4439365500002,19.030136849999963,0.0
2018-11-07,100835.16430828211,329.6929,101164.8572082821,1236.4439365500002,22.41303684999997,0.0
2018-11-08,98407.26770765262,2668.4982,101075.76590765262,1236.4439365500002,-64.25279265000029,-0.0008806546372725283
2018-11-09,98407.26770765262,2752.6961,101159.96380765262,1236.4439365500002,19.945107349999887,-4.8370558359143094e-05
2018-11-12,100811.89555327212,322.1483,101134.04385327212,1218.0076875500001,14.868436849999966,-0.00030458556321142803
2018-11-13,97427.49366680652,3652.7043000000003,101080.19796680652,1218.0076875500001,-35.59642874999997,-0.0008368443727576978
2018-11-14,97427.49366680652,3577.7711,101005.26476680652,1218.0076875500001,-110.52962874999997,-0.0015775482304790024
2018-11-15,97427.49366680652,3600.9514,101028.44506680653,1218.0076875500001,-87.34932875000004,-0.0013484143134283137
2018-11-16,96718.49621003892,4229.519899999999,100948.01611003892,1218.0076875500001,-167.0699963500001,-0.0021434429329222566
2018-11-19,96718.49621003892,4198.719700000001,100917.21591003893,1218.0076875500001,-197.8701963499998,-0.0024478984607602013
2018-11-20,96718.49621003892,4206.8705,100925.36671003893,1218.0076875500001,-189.71939634999998,-0.0023673289801625875
2018-11-21,96718.49621003892,4202.5144,100921.01061003892,1218.0076875500001,-194.07549635,-0.002410388399413642
2018-11-22,96718.49621003892,4184.7961,100903.29231003893,1218.0076875500001,-211.79379634999992,-0.0025855312354630625
2018-11-23,97055.86336827582,3732.759,100788.62236827583,1248.4326875000002,-356.5510332,-0.003719027045445927
2018-11-26,97055.86336827582,3759.1453,100815.00866827583,1248.4326875000002,-330.1647331999998,-0.0034582022815096407
2018-11-27,97055.86336827582,3747.6452,100803.50856827582,1248.4326875000002,-341.66483319999975,-0.0035718791087929326
2018-11-28,97055.86336827582,3684.8072,100740.67056827582,1248.4326875000002,-404.5028332,-0.004193023661694639
2018-11-29,97055.86336827582,3743.8259,100799.68926827582,1248.4326875000002,-345.48413319999986,-0.0036096323375860054
2018-11-30,97055.86336827582,3681.6291,100737.49246827583,1248.4326875000002,-407.6809331999998,-0.004224438721110449
2018-12-03,97055.86336827582,3608.3816,100664.24496827582,1248.4326875000002,-480.9284332,-0.0049484796778352476
2018-12-04,97055.86336827582,3612.7355,100668.59886827582,1248.4326875000002,-476.5745332,-0.004905442005266423
2018-12-05,97055.86336827582,3592.5144999999998,100648.37786827583,1248.4326875000002,-496.79553319999997,-0.005105323669294858
2018-12-06,97055.86336827582,3641.0885999999996,100696.95196827583,1248.4326875000002,-448.22143320000004,-0.004625175707438976
2018-12-07,97055.86336827582,3562.4652,100618.32856827583,1248.4326875000002,-526.8448331999998,-0.005402356659102101
2018-12-10,97055.86336827582,3636.7741000000005,100692.63746827582,1248.4326875000002,-452.5359331999997,-0.004667823916699281
2018-12-11,97055.86336827582,3589.2686,100645.13196827582,1248.4326875000002,-500.04143320000003,-0.005137408921916984
2018-12-12,97055.86336827582,3508.7998,100564.66316827582,1248.4326875000002,-580.5102332000001,-0.005932831386007751
2018-12-13,96742.03717759783,3899.1333000000004,100641.17047759783,1248.4326875000002,-503.68941119999977,-0.005176567685022177
2018-12-14,96742.03717759783,3876.3842,100618.42137759783,1248.4326875000002,-526.4385112,-0.005401439252360666
2018-12-17,96742.03717759783,3900.3366,100642.37377759782,1248.4326875000002,-502.48611119999987,-0.005164673238341781
2018-12-18,96742.03717759783,3894.6558999999997,100636.69307759783,1248.4326875000002,-508.1668112,-0.0052208261372511475
2018-12-19,96742.03717759783,3894.4523,100636.48947759783,1248.4326875000002,-508.37041119999975,-0.005222838693840579
2018-12-20,96742.03717759783,3956.7996,100698.83677759783,1248.4326875000002,-446.0231112,-0.0046065446395561855
2018-12-21,96742.03717759783,3904.4367,100646.47387759783,1248.4326875000002,-498.3860111999998,-0.0051241443421108585
2018-12-24,97047.57673299703,3652.8196000000003,100700.39633299703,1240.7654103000002,-436.49043319999987,-0.0045911286597165495
2018-12-25,95843.17102989643,4823.1283,100666.29932989643,1240.7654103000002,-469.3842338000002,-0.00492817260997291
2018-12-26,95843.17102989643,4826.6165,100669.78752989644,1240.7654103000002,-465.89603380000017,-0.004893692256851614
2018-12-27,95843.17102989643,4817.117700000001,100660.28872989643,1240.7654103000002,-475.3948338,-0.004987586522727408
2018-12-28,95843.17102989643,4872.4637999999995,100715.63482989643,1240.7654103000002,-420.04873380000004,-0.004440498319103035
